task_id,prompt,canonical_solution,test,text,declaration,example_test
Java/10,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Test if given string is a palindrome
     */
    public boolean isPalindrome(String string) {
        int i = 0;
        int j = string.length() - 1;
        while (i < j) {
            if (string.charAt(i)!= string.charAt(j)) {
                return false;
            }
            i++;
            j--;
        }
        return true;
    }
    /**
    Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> makePalindrome("""")
    """"
    >>> makePalindrome(""cat"")
    ""catac""
    >>> makePalindrome(""cata"")
    ""catac""
     */
    public String makePalindrome(String string) {
","        if (string.length() == 0) {
            return """";
        }

        int beginning_of_suffix = 0;

        while (!isPalindrome(string.substring(beginning_of_suffix))) {
            beginning_of_suffix++;
        }

        return string + new StringBuffer(string.substring(0, beginning_of_suffix)).reverse().toString();
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                Objects.equals(s.makePalindrome(""""), """"),
                Objects.equals(s.makePalindrome(""x""), ""x""),
                Objects.equals(s.makePalindrome(""xyz""), ""xyzyx""),
                Objects.equals(s.makePalindrome(""xyx""), ""xyx""),
                Objects.equals(s.makePalindrome(""jerry""), ""jerryrrej"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> makePalindrome("""")
    """"
    >>> makePalindrome(""cat"")
    ""catac""
    >>> makePalindrome(""cata"")
    ""catac""","import java.util.*;
import java.lang.*;

class Solution {
    /**
    Test if given string is a palindrome
     */
    public boolean isPalindrome(String string) {
        int i = 0;
        int j = string.length() - 1;
        while (i < j) {
            if (string.charAt(i)!= string.charAt(j)) {
                return false;
            }
            i++;
            j--;
        }
        return true;
    }
    public String makePalindrome(String string) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                Objects.equals(s.makePalindrome(""""), """"),
                Objects.equals(s.makePalindrome(""cat""), ""catac""),
                Objects.equals(s.makePalindrome(""cata""), ""catac"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/11,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> stringXor(""010"", ""110"")
    ""100""
     */
    public String stringXor(String a, String b) {
","        StringBuilder result = new StringBuilder();
        for (int i = 0; i < a.length(); i++) {
            if (a.charAt(i) == b.charAt(i)) {
                result.append(""0"");
            } else {
                result.append(""1"");
            }
        }
        return result.toString();
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                Objects.equals(s.stringXor(""111000"", ""101010""), ""010010""),
                Objects.equals(s.stringXor(""1"", ""1""), ""0""),
                Objects.equals(s.stringXor(""0101"", ""0000""), ""0101"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> stringXor(""010"", ""110"")
    ""100""","import java.util.*;
import java.lang.*;

class Solution {
    public String stringXor(String a, String b) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                Objects.equals(s.stringXor(""010"", ""110""), ""100"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/12,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    >>> longest(List.of())
    Optional.empty
    >>> longest(Arrays.asList(""a"", ""b"", ""c""))
    Optional[a]
    >>> longest(Arrays.asList(""a"", ""bb"", ""ccc""))
    Optional[ccc]
     */
    public Optional<String> longest(List<String> strings) {
","        if (strings.isEmpty()) {
            return Optional.empty();
        }
        String longest = strings.get(0);
        for (String s : strings) {
            if (s.length() > longest.length()) {
                longest = s;
            }
        }
        return Optional.of(longest);
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.longest(new ArrayList<>(List.of())).isEmpty(),
                Objects.equals(s.longest(new ArrayList<>(Arrays.asList(""x"", ""y"", ""z""))).get(), ""x""),
                Objects.equals(s.longest(new ArrayList<>(Arrays.asList(""x"", ""yyy"", ""zzzz"", ""www"", ""kkkk"", ""abc""))).get(), ""zzzz"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    >>> longest(List.of())
    Optional.empty
    >>> longest(Arrays.asList(""a"", ""b"", ""c""))
    Optional[a]
    >>> longest(Arrays.asList(""a"", ""bb"", ""ccc""))
    Optional[ccc]","import java.util.*;
import java.lang.*;

class Solution {
    public Optional<String> longest(List<String> strings) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.longest(new ArrayList<>(List.of())).isEmpty(),
                Objects.equals(s.longest(new ArrayList<>(Arrays.asList(""a"", ""b"", ""c""))).get(), ""a""),
                Objects.equals(s.longest(new ArrayList<>(Arrays.asList(""a"", ""bb"", ""ccc""))).get(), ""ccc"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/13,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Return a greatest common divisor of two integers a and b
    >>> greatestCommonDivisor(3, 5)
    1
    >>> greatestCommonDivisor(25, 15)
    5
     */
    public int greatestCommonDivisor(int a, int b) {
","        if (a == 0 || b == 0) {
            return a + b;
        }
        if (a == b) {
            return a;
        }
        if (a > b) {
            return greatestCommonDivisor(a % b, b);
        } else {
            return greatestCommonDivisor(a, b % a);
        }
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.greatestCommonDivisor(3, 7) == 1,
                s.greatestCommonDivisor(10, 15) == 5,
                s.greatestCommonDivisor(49, 14) == 7,
                s.greatestCommonDivisor(144, 60) == 12
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Return a greatest common divisor of two integers a and b
    >>> greatestCommonDivisor(3, 5)
    1
    >>> greatestCommonDivisor(25, 15)
    5","import java.util.*;
import java.lang.*;

class Solution {
    public int greatestCommonDivisor(int a, int b) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.greatestCommonDivisor(3, 5) == 1,
                s.greatestCommonDivisor(25, 15) == 5
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/14,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Return list of all prefixes from shortest to longest of the input string
    >>> allPrefixes(""abc"")
    [""a"", ""ab"", ""abc""]
     */
    public List<String> allPrefixes(String string) {
","        List<String> result = new ArrayList<>();

        for (int i = 1; i <= string.length(); i++) {
            result.add(string.substring(0, i));
        }
        return result;
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.allPrefixes("""").equals(List.of()),
                s.allPrefixes(""asdfgh"").equals(Arrays.asList(""a"", ""as"", ""asd"", ""asdf"", ""asdfg"", ""asdfgh"")),
                s.allPrefixes(""WWW"").equals(Arrays.asList(""W"", ""WW"", ""WWW""))
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Return list of all prefixes from shortest to longest of the input string
    >>> allPrefixes(""abc"")
    [""a"", ""ab"", ""abc""]","import java.util.*;
import java.lang.*;

class Solution {
    public List<String> allPrefixes(String string) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.allPrefixes(""abc"").equals(Arrays.asList(""a"", ""ab"", ""abc""))
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/15,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> stringSequence(0)
    ""0""
    >>> stringSequence(5)
    ""0 1 2 3 4 5""
     */
    public String stringSequence(int n) {
","        StringBuilder sb = new StringBuilder();
        for (int i = 0; i < n; i++) {
            sb.append(i);
            sb.append("" "");
        }
        sb.append(n);
        return sb.toString();
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.stringSequence(0).equals(""0""),
                s.stringSequence(3).equals(""0 1 2 3""),
                s.stringSequence(10).equals(""0 1 2 3 4 5 6 7 8 9 10"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> stringSequence(0)
    ""0""
    >>> stringSequence(5)
    ""0 1 2 3 4 5""","import java.util.*;
import java.lang.*;

class Solution {
    public String stringSequence(int n) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.stringSequence(0).equals(""0""),
                s.stringSequence(5).equals(""0 1 2 3 4 5"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/16,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> countDistinctCharacters(""xyzXYZ"")
    3
    >>> countDistinctCharacters(""Jerry"")
    4
     */
    public int countDistinctCharacters(String string) {
","        Set<Character> set = new HashSet<>();
        for (char c : string.toLowerCase().toCharArray()) {
            set.add(c);
        }
        return set.size();
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.countDistinctCharacters("""") == 0,
                s.countDistinctCharacters(""abcde"") == 5,
                s.countDistinctCharacters(""abcde"" + ""cade"" + ""CADE"") == 5,
                s.countDistinctCharacters(""aaaaAAAAaaaa"") == 1,
                s.countDistinctCharacters(""Jerry jERRY JeRRRY"") == 5
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> countDistinctCharacters(""xyzXYZ"")
    3
    >>> countDistinctCharacters(""Jerry"")
    4","import java.util.*;
import java.lang.*;

class Solution {
    public int countDistinctCharacters(String string) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.countDistinctCharacters(""xyzXYZ"") == 3,
                s.countDistinctCharacters(""Jerry"") == 4
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/17,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Input to this function is a string representing musical notes in a special ASCII format.
    Your task is to parse this string and return list of integers corresponding to how many beats does each
    not last.

    Here is a legend:
    ""o"" - whole note, lasts four beats
    ""o|"" - half note, lasts two beats
    "".|"" - quater note, lasts one beat

    >>> parseMusic(""o o| .| o| o| .| .| .| .| o o"")
    [4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]
     */
    public List<Integer> parseMusic(String string) {
","        String[] notes = string.split("" "");
        List<Integer> result = new ArrayList<>();
        for (String s : notes) {
            switch (s) {
                case ""o"" -> result.add(4);
                case ""o|"" -> result.add(2);
                case "".|"" -> result.add(1);
            }
        }
        return result;
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.parseMusic("""").equals(List.of()),
                s.parseMusic(""o o o o"").equals(Arrays.asList(4, 4, 4, 4)),
                s.parseMusic("".| .| .| .|"").equals(Arrays.asList(1, 1, 1, 1)),
                s.parseMusic(""o| o| .| .| o o o o"").equals(Arrays.asList(2, 2, 1, 1, 4, 4, 4, 4)),
                s.parseMusic(""o| .| o| .| o o| o o|"").equals(Arrays.asList(2, 1, 2, 1, 4, 2, 4, 2))
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Input to this function is a string representing musical notes in a special ASCII format.
    Your task is to parse this string and return list of integers corresponding to how many beats does each
    not last.

    Here is a legend:
    ""o"" - whole note, lasts four beats
    ""o|"" - half note, lasts two beats
    "".|"" - quater note, lasts one beat

    >>> parseMusic(""o o| .| o| o| .| .| .| .| o o"")
    [4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]","import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> parseMusic(String string) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.parseMusic(""o o| .| o| o| .| .| .| .| o o"").equals(Arrays.asList(4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4))
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/18,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Find how many times a given substring can be found in the original string. Count overlaping cases.
    >>> howManyTimes("""", ""a"")
    0
    >>> howManyTimes(""aaa"", ""a"")
    3
    >>> howManyTimes(""aaaa"", ""aa"")
    3
     */
    public int howManyTimes(String string, String substring) {
","        int times = 0;

        for (int i = 0; i < string.length() - substring.length() + 1; i++) {
            if (string.substring(i, i + substring.length()).equals(substring)) {
                times += 1;
            }
        }

        return times;
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.howManyTimes("""", ""x"") == 0,
                s.howManyTimes(""xyxyxyx"", ""x"") == 4,
                s.howManyTimes(""cacacacac"", ""cac"") == 4,
                s.howManyTimes(""john doe"", ""john"") == 1
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Find how many times a given substring can be found in the original string. Count overlaping cases.
    >>> howManyTimes("""", ""a"")
    0
    >>> howManyTimes(""aaa"", ""a"")
    3
    >>> howManyTimes(""aaaa"", ""aa"")
    3","import java.util.*;
import java.lang.*;

class Solution {
    public int howManyTimes(String string, String substring) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.howManyTimes("""", ""a"") == 0,
                s.howManyTimes(""aaa"", ""a"") == 3,
                s.howManyTimes(""aaaa"", ""aa"") == 3
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/19,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Input is a space-delimited string of numberals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest
    >>> sortNumbers(""three one five"")
    ""one three five""
     */
    public String sortNumbers(String numbers) {
","        String[] nums = numbers.split("" "");
        List<Integer> num = new ArrayList<>();
        for (String string : nums) {
            switch (string) {
                case ""zero"" -> num.add(0);
                case ""one"" -> num.add(1);
                case ""two"" -> num.add(2);
                case ""three"" -> num.add(3);
                case ""four"" -> num.add(4);
                case ""five"" -> num.add(5);
                case ""six"" -> num.add(6);
                case ""seven"" -> num.add(7);
                case ""eight"" -> num.add(8);
                case ""nine"" -> num.add(9);
            }
        }
        Collections.sort(num);
        List<String> result = new ArrayList<>();
        for (int m : num) {
            switch (m) {
                case 0 -> result.add(""zero"");
                case 1 -> result.add(""one"");
                case 2 -> result.add(""two"");
                case 3 -> result.add(""three"");
                case 4 -> result.add(""four"");
                case 5 -> result.add(""five"");
                case 6 -> result.add(""six"");
                case 7 -> result.add(""seven"");
                case 8 -> result.add(""eight"");
                case 9 -> result.add(""nine"");
            }
        }
        return String.join("" "", result);
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.sortNumbers("""").equals(""""),
                s.sortNumbers(""three"").equals(""three""),
                s.sortNumbers(""three five nine"").equals(""three five nine""),
                s.sortNumbers(""five zero four seven nine eight"").equals(""zero four five seven eight nine"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Input is a space-delimited string of numberals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest
    >>> sortNumbers(""three one five"")
    ""one three five""","import java.util.*;
import java.lang.*;

class Solution {
    public String sortNumbers(String numbers) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.sortNumbers(""three one five"").equals(""one three five"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/20,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    From a supplied list of numbers (of length at least two) select and return two that are the closest to each
    other and return them in order (smaller number, larger number).
    >>> findClosestElements(Arrays.asList(1.0, 2.0, 3.0, 4.0, 5.0, 2.2))
    [2.0, 2.2]
    >>> findClosestElements(Arrays.asList(1.0, 2.0, 3.0, 4.0, 5.0, 2.0))
    [2.0, 2.0]
     */
    public List<Double> findClosestElements(List<Double> numbers) {
","        List<Double> closest_pair = new ArrayList<>();
        closest_pair.add(numbers.get(0));
        closest_pair.add(numbers.get(1));
        double distance = Math.abs(numbers.get(1) - numbers.get(0));
        for (int i = 0; i < numbers.size(); i++) {
            for (int j = i + 1; j < numbers.size(); j++) {
                if (Math.abs(numbers.get(i) - numbers.get(j)) < distance) {
                    closest_pair.clear();
                    closest_pair.add(numbers.get(i));
                    closest_pair.add(numbers.get(j));
                    distance = Math.abs(numbers.get(i) - numbers.get(j));
                }
            }
        }
        Collections.sort(closest_pair);
        return closest_pair;
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.findClosestElements(new ArrayList<>(Arrays.asList(1.0, 2.0, 3.9, 4.0, 5.0, 2.2))).equals(Arrays.asList(3.9, 4.0)),
                s.findClosestElements(new ArrayList<>(Arrays.asList(1.0, 2.0, 5.9, 4.0, 5.0))).equals(Arrays.asList(5.0, 5.9)),
                s.findClosestElements(new ArrayList<>(Arrays.asList(1.0, 2.0, 3.0, 4.0, 5.0, 2.2))).equals(Arrays.asList(2.0, 2.2)),
                s.findClosestElements(new ArrayList<>(Arrays.asList(1.0, 2.0, 3.0, 4.0, 5.0, 2.0))).equals(Arrays.asList(2.0, 2.0)),
                s.findClosestElements(new ArrayList<>(Arrays.asList(1.1, 2.2, 3.1, 4.1, 5.1))).equals(Arrays.asList(2.2, 3.1))
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    From a supplied list of numbers (of length at least two) select and return two that are the closest to each
    other and return them in order (smaller number, larger number).
    >>> findClosestElements(Arrays.asList(1.0, 2.0, 3.0, 4.0, 5.0, 2.2))
    [2.0, 2.2]
    >>> findClosestElements(Arrays.asList(1.0, 2.0, 3.0, 4.0, 5.0, 2.0))
    [2.0, 2.0]","import java.util.*;
import java.lang.*;

class Solution {
    public List<Double> findClosestElements(List<Double> numbers) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.findClosestElements(new ArrayList<>(Arrays.asList(1.0, 2.0, 3.0, 4.0, 5.0, 2.2))).equals(Arrays.asList(2.0, 2.2)),
                s.findClosestElements(new ArrayList<>(Arrays.asList(1.0, 2.0, 3.0, 4.0, 5.0, 2.0))).equals(Arrays.asList(2.0, 2.0))
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
