dataset,problem_id,nl,python,java,java_test,n_attempts,flag,fail_reason,ast_jaccard_cross,python_flag,output_match,output_match_rate,output_match_error,last_error
mbpp,453,Write a python function to find the sum of even factors of a number.,"import math 
def sumofFactors(n) : 
    if (n % 2 != 0) : 
        return 0
    res = 1
    for i in range(2, (int)(math.sqrt(n)) + 1) :    
        count = 0
        curr_sum = 1
        curr_term = 1
        while (n % i == 0) : 
            count= count + 1
            n = n // i 
            if (i == 2 and count == 1) : 
                curr_sum = 0
            curr_term = curr_term * i 
            curr_sum = curr_sum + curr_term 
        res = res * curr_sum  
    if (n >= 2) : 
        res = res * (1 + n) 
    return res","// Solution.java
public class Solution {
    public static int sumOfFactors(int n) {
        if (n % 2 != 0) {
            return 0;
        }
        int res = 1;
        for (int i = 2; i <= Math.sqrt(n); i++) {    
            int count = 0;
            int currSum = 1;
            int currTerm = 1;
            while (n % i == 0) { 
                count++;
                n /= i;
                if (i == 2 && count == 1) { 
                    currSum = 0;
                }
                currTerm *= i;
                currSum += currTerm;
            }
            res *= currSum;
        }
        if (n >= 2) {
            res *= (1 + n);
        }
        return res;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.sumOfFactors(18) == 26;
        assert Solution.sumOfFactors(30) == 48;
        assert Solution.sumOfFactors(6) == 8;
    }
}",1,True,,0.2092,True,False,0.0,0/3 inputs matched,
mbpp,246,Write a function for computing square roots using the babylonian method.,"def babylonian_squareroot(number):
    if(number == 0):
        return 0;
    g = number/2.0;
    g2 = g + 1;
    while(g != g2):
        n = number/ g;
        g2 = g;
        g = (g + n)/2;
    return g;","// Solution.java
public class Solution {
    public static double babylonianSquareroot(int number) {
        if (number == 0) {
            return 0;
        }
        double g = number / 2.0;
        double g2 = g + 1;
        while (g != g2) {
            double n = number / g;
            g2 = g;
            g = (g + n) / 2;
        }
        return g;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Math.abs(Solution.babylonianSquareroot(10) - 3.162277660168379) < 1e-6 : ""Test 1 failed"";
        assert Math.abs(Solution.babylonianSquareroot(2) - 1.414213562373095) < 1e-6 : ""Test 2 failed"";
        assert Math.abs(Solution.babylonianSquareroot(9) - 3.0) < 1e-6 : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2043,False,False,0.0,could not parse test cases,
mbpp,430,Write a function to find the directrix of a parabola.,"def parabola_directrix(a, b, c): 
  directrix=((int)(c - ((b * b) + 1) * 4 * a ))
  return directrix","// Solution.java
public class Solution {
    public static int parabola_directrix(int a, int b, int c) {
        int directrix = (int) (c - ((b * b) + 1) * 4 * a);
        return directrix;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.parabola_directrix(5, 3, 2) == -198 : ""Test 1 failed"";
        assert Solution.parabola_directrix(9, 8, 4) == -2336 : ""Test 2 failed"";
        assert Solution.parabola_directrix(2, 4, 6) == -130 : ""Test 3 failed"";

        System.out.println(""All tests passed."");
    }
}",1,True,,0.1731,True,False,0.0,0/3 inputs matched,
mbpp,126,Write a python function to find the sum of common divisors of two given numbers.,"def sum(a,b): 
    sum = 0
    for i in range (1,min(a,b)): 
        if (a % i == 0 and b % i == 0): 
            sum += i 
    return sum","// Solution.java
public class Solution {
    public static int sum(int a, int b) {
        int sum = 0;
        for (int i = 1; i < Math.min(a, b); i++) {
            if (a % i == 0 && b % i == 0) {
                sum += i;
            }
        }
        return sum;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.sum(10, 15) == 6 : ""Test 1 failed"";
        assert Solution.sum(100, 150) == 93 : ""Test 2 failed"";
        assert Solution.sum(4, 6) == 3 : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.3014,True,True,1.0,,
mbpp,425,Write a function to count the number of sublists containing a particular element.,"def count_element_in_list(list1, x): 
    ctr = 0
    for i in range(len(list1)): 
        if x in list1[i]: 
            ctr+= 1          
    return ctr","// Solution.java
public class Solution {
    public static int countElementInList(List<List<Integer>> list1, int x) {
        int ctr = 0;
        for (int i = 0; i < list1.size(); i++) {
            if (list1.get(i).contains(x)) {
                ctr++;
            }
        }
        return ctr;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.countElementInList(Arrays.asList(
            Arrays.asList(1, 3), Arrays.asList(5, 7), Arrays.asList(1, 11), Arrays.asList(1, 15, 7)
        ), 1) == 3;

        assert Solution.countElementInList(Arrays.asList(
            Arrays.asList(65, 66), Arrays.asList(67, 68), Arrays.asList(65, 69), Arrays.asList(65, 70, 68)
        ), 65) == 3;

        assert Solution.countElementInList(Arrays.asList(
            Arrays.asList(65, 66), Arrays.asList(67, 68), Arrays.asList(65, 69), Arrays.asList(65, 70, 68)
        ), 69) == 1;
    }
}",2,True,,0.2759,True,False,0.0,0/3 inputs matched,
mbpp,426,Write a function to filter odd numbers.,"def filter_oddnumbers(nums):
 odd_nums = list(filter(lambda x: x%2 != 0, nums))
 return odd_nums","// Solution.java
public class Solution {
    public static List<Integer> filterOddNumbers(int[] nums) {
        List<Integer> oddNums = new ArrayList<>();
        for (int num : nums) {
            if (num % 2 != 0) {
                oddNums.add(num);
            }
        }
        return oddNums;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Arrays.equals(Solution.filterOddNumbers(new int[]{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}).toArray(), new Integer[]{1, 3, 5, 7, 9});
        assert Arrays.equals(Solution.filterOddNumbers(new int[]{10, 20, 45, 67, 84, 93}).toArray(), new Integer[]{45, 67, 93});
        assert Arrays.equals(Solution.filterOddNumbers(new int[]{5, 7, 9, 8, 6, 4, 3}).toArray(), new Integer[]{5, 7, 9, 3});
        System.out.println(""All tests passed."");
    }
}",1,True,,0.1731,True,False,0.0,0/3 inputs matched,
mbpp,421,Write a function to concatenate each element of tuple by the delimiter.,"def concatenate_tuple(test_tup):
    delim = ""-""
    res = ''.join([str(ele) + delim for ele in test_tup])
    res = res[ : len(res) - len(delim)]
    return (str(res)) ","// Solution.java
public class Solution {
    public static String concatenateTuple(Object[] testTup) {
        String delim = ""-"";
        StringBuilder res = new StringBuilder();
        for (Object ele : testTup) {
            res.append(ele.toString()).append(delim);
        }
        if (res.length() > 0) {
            res.setLength(res.length() - delim.length());
        }
        return res.toString();
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.concatenateTuple(new Object[]{""ID"", ""is"", 4, ""UTS""}).equals(""ID-is-4-UTS"");
        assert Solution.concatenateTuple(new Object[]{""QWE"", ""is"", 4, ""RTY""}).equals(""QWE-is-4-RTY"");
        assert Solution.concatenateTuple(new Object[]{""ZEN"", ""is"", 4, ""OP""}).equals(""ZEN-is-4-OP"");
    }
}",1,True,,0.2078,True,False,0.0,0/3 inputs matched,
mbpp,70,Write a function to find whether all the given tuples have equal length or not.,"def find_equal_tuple(Input):
  k = 0 if not Input else len(Input[0])
  flag = 1
  for tuple in Input:
    if len(tuple) != k:
      flag = 0
      break
  return flag
def get_equal(Input):
  return find_equal_tuple(Input) == 1","// Solution.java
public class Solution {
    public static boolean findEqualTuple(List<int[]> input) {
        int k = input.isEmpty() ? 0 : input.get(0).length;
        boolean flag = true;
        for (int[] tuple : input) {
            if (tuple.length != k) {
                flag = false;
                break;
            }
        }
        return flag;
    }

    public static boolean getEqual(List<int[]> input) {
        return findEqualTuple(input);
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.getEqual(Arrays.asList(new int[]{11, 22, 33}, new int[]{44, 55, 66})) == true;
        assert Solution.getEqual(Arrays.asList(new int[]{1, 2, 3}, new int[]{4, 5, 6, 7})) == false;
        assert Solution.getEqual(Arrays.asList(new int[]{1, 2}, new int[]{3, 4})) == true;
    }
}",1,True,,0.2892,True,False,0.0,0/3 inputs matched,
mbpp,464,Write a function to check if all values are same in a dictionary.,"def check_value(dict, n):
    result = all(x == n for x in dict.values()) 
    return result","// Solution.java
public class Solution {
    public static boolean checkValue(java.util.Map<String, Integer> dict, int n) {
        for (int value : dict.values()) {
            if (value != n) {
                return false;
            }
        }
        return true;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert !Solution.checkValue(new java.util.HashMap<String, Integer>() {{
            put(""Cierra Vega"", 12);
            put(""Alden Cantrell"", 12);
            put(""Kierra Gentry"", 12);
            put(""Pierre Cox"", 12);
        }}, 10);
        assert Solution.checkValue(new java.util.HashMap<String, Integer>() {{
            put(""Cierra Vega"", 12);
            put(""Alden Cantrell"", 12);
            put(""Kierra Gentry"", 12);
            put(""Pierre Cox"", 12);
        }}, 12);
        assert !Solution.checkValue(new java.util.HashMap<String, Integer>() {{
            put(""Cierra Vega"", 12);
            put(""Alden Cantrell"", 12);
            put(""Kierra Gentry"", 12);
            put(""Pierre Cox"", 12);
        }}, 5);
    }
}",1,True,,0.2128,True,False,0.0,0/3 inputs matched,
mbpp,432,Write a function to find the median length of a trapezium.,"def median_trapezium(base1,base2,height):
 median = 0.5 * (base1+ base2)
 return median","// Solution.java
public class Solution {
    public static double median_trapezium(int base1, int base2, int height) {
        double median = 0.5 * (base1 + base2);
        return median;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Math.abs(Solution.median_trapezium(15, 25, 35) - 20) < 1e-6 : ""Test 1 failed"";
        assert Math.abs(Solution.median_trapezium(10, 20, 30) - 15) < 1e-6 : ""Test 2 failed"";
        assert Math.abs(Solution.median_trapezium(6, 9, 4) - 7.5) < 1e-6 : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2188,True,False,0.0,0/3 inputs matched,
mbpp,129,Write a function to calculate whether the matrix is a magic square.,"def magic_square_test(my_matrix):
    iSize = len(my_matrix[0])
    sum_list = []
    sum_list.extend([sum (lines) for lines in my_matrix])   
    for col in range(iSize):
        sum_list.append(sum(row[col] for row in my_matrix))
    result1 = 0
    for i in range(0,iSize):
        result1 +=my_matrix[i][i]
    sum_list.append(result1)      
    result2 = 0
    for i in range(iSize-1,-1,-1):
        result2 +=my_matrix[i][i]
    sum_list.append(result2)
    if len(set(sum_list))>1:
        return False
    return True","// Solution.java
import java.util.*;
import java.util.stream.*;

public class Solution {
    public static boolean magicSquareTest(int[][] myMatrix) {
        int iSize = myMatrix[0].length;
        List<Integer> sumList = new ArrayList<>();
        sumList.addAll(Arrays.stream(myMatrix).mapToInt(Arrays::sum).boxed().collect(Collectors.toList()));
        
        for (int col = 0; col < iSize; col++) {
            int sumCol = IntStream.range(0, iSize).map(row -> myMatrix[row][col]).sum();
            sumList.add(sumCol);
        }
        
        int result1 = 0;
        for (int i = 0; i < iSize; i++) {
            result1 += myMatrix[i][i];
        }
        sumList.add(result1);
        
        int result2 = 0;
        for (int i = iSize - 1; i >= 0; i--) {
            result2 += myMatrix[i][iSize - 1 - i];
        }
        sumList.add(result2);
        
        Set<Integer> uniqueSums = new HashSet<>(sumList);
        return uniqueSums.size() == 1;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.magicSquareTest(new int[][]{{7, 12, 1, 14}, {2, 13, 8, 11}, {16, 3, 10, 5}, {9, 6, 15, 4}}) == true;
        assert Solution.magicSquareTest(new int[][]{{2, 7, 6}, {9, 5, 1}, {4, 3, 8}}) == true;
        assert Solution.magicSquareTest(new int[][]{{2, 7, 6}, {9, 5, 1}, {4, 3, 7}}) == false;
    }
}",3,False,"compile: /tmp/tmp8m9u1tid/Solution.java:14: error: invalid method reference
        sumList.addAll(Arrays.stream(myMatrix).mapToInt(Arrays::sum).boxed().collect(Collectors.toList()));
                                                        ^
  cannot find symbol
    symbol:   method sum(T)
    location: class Arrays
  where T is a type-variable:
    T extends Object declared in interface Stream
1 error",0.3364,True,False,0.0,skipped — java failed,"compile: /tmp/tmp8m9u1tid/Solution.java:14: error: invalid method reference
        sumList.addAll(Arrays.stream(myMatrix).mapToInt(Arrays::sum).boxed().collect(Collectors.toList()));
                                                        ^
  cannot find symbol
    symbol:   method sum(T)
    location: class Arrays
  where T is a type-variable:
    T extends Object declared in interface Stream
1 error"
mbpp,16,Write a function to that returns true if the input string contains sequences of lowercase letters joined with an underscore and false otherwise.,"import re
def text_lowercase_underscore(text):
        patterns = '^[a-z]+_[a-z]+$'
        if re.search(patterns,  text):
                return True
        else:
                return False","// Solution.java
public class Solution {
    public static boolean textLowercaseUnderscore(String text) {
        String patterns = ""^[a-z]+_[a-z]+$"";
        return text.matches(patterns);
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.textLowercaseUnderscore(""aab_cbbbc"") == true;
        assert Solution.textLowercaseUnderscore(""aab_Abbbc"") == false;
        assert Solution.textLowercaseUnderscore(""Aaab_abbbc"") == false;
        System.out.println(""All tests passed."");
    }
}",1,True,,0.1667,True,True,1.0,,
mbpp,292,Write a python function to find quotient of two numbers (rounded down to the nearest integer).,"def find(n,m):  
    q = n//m 
    return (q)","// Solution.java
public class Solution {
    public static int find(int n, int m) {
        return n / m;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.find(10, 3) == 3 : ""Test 1 failed"";
        assert Solution.find(4, 2) == 2 : ""Test 2 failed"";
        assert Solution.find(20, 5) == 4 : ""Test 3 failed"";
        
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2273,True,True,1.0,,
mbpp,475,Write a function to sort a dictionary by value.,"from collections import Counter
def sort_counter(dict1):
 x = Counter(dict1)
 sort_counter=x.most_common()
 return sort_counter","// Solution.java
import java.util.*;

public class Solution {
    public static List<Map.Entry<String, Integer>> sortCounter(Map<String, Integer> dict1) {
        List<Map.Entry<String, Integer>> sort_counter = new ArrayList<>(dict1.entrySet());
        sort_counter.sort((a, b) -> b.getValue().compareTo(a.getValue()));
        return sort_counter;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.sortCounter(new HashMap<String, Integer>(Map.of(""Math"", 81, ""Physics"", 83, ""Chemistry"", 87))).equals(List.of(Map.entry(""Chemistry"", 87), Map.entry(""Physics"", 83), Map.entry(""Math"", 81)));
        assert Solution.sortCounter(new HashMap<String, Integer>(Map.of(""Math"", 400, ""Physics"", 300, ""Chemistry"", 250))).equals(List.of(Map.entry(""Math"", 400), Map.entry(""Physics"", 300), Map.entry(""Chemistry"", 250)));
        assert Solution.sortCounter(new HashMap<String, Integer>(Map.of(""Math"", 900, ""Physics"", 1000, ""Chemistry"", 1250))).equals(List.of(Map.entry(""Chemistry"", 1250), Map.entry(""Physics"", 1000), Map.entry(""Math"", 900)));
    }
}",1,True,,0.1228,True,False,0.0,0/3 inputs matched,
mbpp,433,Write a function to check whether the entered number is greater than the elements of the given array.,"def check_greater(arr, number):
  arr.sort()
  return number > arr[-1]","// Solution.java
public class Solution {
    public static boolean checkGreater(int[] arr, int number) {
        Arrays.sort(arr);
        return number > arr[arr.length - 1];
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.checkGreater(new int[]{1, 2, 3, 4, 5}, 4) == false : ""Test 1 failed"";
        assert Solution.checkGreater(new int[]{2, 3, 4, 5, 6}, 8) == true : ""Test 2 failed"";
        assert Solution.checkGreater(new int[]{9, 7, 4, 8, 6, 1}, 11) == true : ""Test 3 failed"";

        System.out.println(""All tests passed."");
    }
}",1,True,,0.2121,True,False,0.0,0/3 inputs matched,
mbpp,85,Write a function to find the surface area of a sphere.,"import math
def surfacearea_sphere(r):
  surfacearea=4*math.pi*r*r
  return surfacearea","// Solution.java
public class Solution {
    public static double surfaceAreaSphere(int r) {
        return 4 * Math.PI * r * r;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Math.abs(Solution.surfaceAreaSphere(10) - 1256.6370614359173) < 1e-6 : ""Test 1 failed"";
        assert Math.abs(Solution.surfaceAreaSphere(15) - 2827.4333882308138) < 1e-6 : ""Test 2 failed"";
        assert Math.abs(Solution.surfaceAreaSphere(20) - 5026.548245743669) < 1e-6 : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.0833,True,False,0.0,could not parse test cases,
mbpp,239,"Write a function that takes in positive integers m and n and finds the number of possible sequences of length n, such that each element is a positive integer and is greater than or equal to twice the previous element but less than or equal to m.","def get_total_number_of_sequences(m,n): 
	T=[[0 for i in range(n+1)] for i in range(m+1)] 
	for i in range(m+1): 
		for j in range(n+1): 
			if i==0 or j==0: 
				T[i][j]=0
			elif i<j: 
				T[i][j]=0
			elif j==1: 
				T[i][j]=i 
			else: 
				T[i][j]=T[i-1][j]+T[i//2][j-1] 
	return T[m][n]","// Solution.java
public class Solution {
    public static int getTotalNumberOfSequences(int m, int n) {
        int[][] T = new int[m + 1][n + 1];
        for (int i = 0; i <= m; i++) {
            for (int j = 0; j <= n; j++) {
                if (i == 0 || j == 0) {
                    T[i][j] = 0;
                } else if (i < j) {
                    T[i][j] = 0;
                } else if (j == 1) {
                    T[i][j] = i;
                } else {
                    T[i][j] = T[i - 1][j] + T[i / 2][j - 1];
                }
            }
        }
        return T[m][n];
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.getTotalNumberOfSequences(10, 4) == 4 : ""Test case 1 failed"";
        assert Solution.getTotalNumberOfSequences(5, 2) == 6 : ""Test case 2 failed"";
        assert Solution.getTotalNumberOfSequences(16, 3) == 84 : ""Test case 3 failed"";
        System.out.println(""All test cases passed!"");
    }
}",1,True,,0.2348,True,True,1.0,,
mbpp,20,Write a function to check if the given number is woodball or not.,"def is_woodall(x): 
	if (x % 2 == 0): 
		return False
	if (x == 1): 
		return True
	x = x + 1 
	p = 0
	while (x % 2 == 0): 
		x = x/2
		p = p + 1
		if (p == x): 
			return True
	return False","// Solution.java
public class Solution {
    public static boolean isWoodall(int x) {
        if (x % 2 == 0) {
            return false;
        }
        if (x == 1) {
            return true;
        }
        x = x + 1;
        int p = 0;
        while (x % 2 == 0) {
            x = x / 2;
            p = p + 1;
            if (p == x) {
                return true;
            }
        }
        return false;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.isWoodall(383) == true : ""Test 1 failed"";
        assert Solution.isWoodall(254) == false : ""Test 2 failed"";
        assert Solution.isWoodall(200) == false : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.1727,True,True,1.0,,
mbpp,135,Write a function to find the nth hexagonal number.,"def hexagonal_num(n): 
	return n*(2*n - 1) ","// Solution.java
public class Solution {
    public static int hexagonalNum(int n) {
        return n * (2 * n - 1);
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.hexagonalNum(10) == 190 : ""Test 1 failed"";
        assert Solution.hexagonalNum(5) == 45 : ""Test 2 failed"";
        assert Solution.hexagonalNum(7) == 91 : ""Test 3 failed"";

        System.out.println(""All tests passed."");
    }
}",1,True,,0.1154,True,True,1.0,,
mbpp,407,Write a function to create the next bigger number by rearranging the digits of a given number.,"def rearrange_bigger(n):
    nums = list(str(n))
    for i in range(len(nums)-2,-1,-1):
        if nums[i] < nums[i+1]:
            z = nums[i:]
            y = min(filter(lambda x: x > z[0], z))
            z.remove(y)
            z.sort()
            nums[i:] = [y] + z
            return int("""".join(nums))
    return False","// Solution.java
public class Solution {
    public static int rearrangeBigger(int n) {
        char[] nums = Integer.toString(n).toCharArray();
        for (int i = nums.length - 2; i >= 0; i--) {
            if (nums[i] < nums[i + 1]) {
                char[] z = Arrays.copyOfRange(nums, i, nums.length);
                char y = findMinGreaterThan(z[0], z);
                removeElement(z, y);
                Arrays.sort(z);
                System.arraycopy(z, 0, nums, i, z.length);
                return Integer.parseInt(new String(nums));
            }
        }
        return -1;
    }

    private static char findMinGreaterThan(char target, char[] arr) {
        char minGreater = Character.MAX_VALUE;
        for (char c : arr) {
            if (c > target && c < minGreater) {
                minGreater = c;
            }
        }
        return minGreater;
    }

    private static void removeElement(char[] arr, char element) {
        int index = -1;
        for (int i = 0; i < arr.length; i++) {
            if (arr[i] == element) {
                index = i;
                break;
            }
        }
        if (index != -1) {
            System.arraycopy(arr, index + 1, arr, index, arr.length - index - 1);
            arr[arr.length - 1] = 0;
        }
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.rearrangeBigger(12) == 21;
        assert Solution.rearrangeBigger(10) == -1;
        assert Solution.rearrangeBigger(102) == 120;
        System.out.println(""All tests passed."");
    }
}",3,False,"	at java.base/java.lang.Integer.parseInt(Integer.java:786)
	at Solution.rearrangeBigger(Solution.java:17)
	at Main.main(Main.java:9)",0.2687,True,False,0.0,skipped — java failed,"	at java.base/java.lang.Integer.parseInt(Integer.java:786)
	at Solution.rearrangeBigger(Solution.java:17)
	at Main.main(Main.java:9)"
mbpp,108,Write a function to merge three lists into a single sorted list.,"import heapq
def merge_sorted_list(num1,num2,num3):
  num1=sorted(num1)
  num2=sorted(num2)
  num3=sorted(num3)
  result = heapq.merge(num1,num2,num3)
  return list(result)","// Solution.java
import java.util.*;

public class Solution {
    public static List<Integer> mergeSortedList(List<Integer> num1, List<Integer> num2, List<Integer> num3) {
        Collections.sort(num1);
        Collections.sort(num2);
        Collections.sort(num3);
        
        List<Integer> result = new ArrayList<>();
        Iterator<Integer> iter1 = num1.iterator();
        Iterator<Integer> iter2 = num2.iterator();
        Iterator<Integer> iter3 = num3.iterator();
        
        while (iter1.hasNext() || iter2.hasNext() || iter3.hasNext()) {
            Integer val1 = iter1.hasNext() ? iter1.next() : null;
            Integer val2 = iter2.hasNext() ? iter2.next() : null;
            Integer val3 = iter3.hasNext() ? iter3.next() : null;
            
            if (val1 == null) {
                result.add(val2 != null && val3 == null ? val2 : val3);
            } else if (val2 == null) {
                result.add(val1 != null && val3 == null ? val1 : val3);
            } else if (val3 == null) {
                result.add(val1 != null && val2 == null ? val1 : val2);
            } else {
                result.add(Math.min(val1, Math.min(val2, val3)));
            }
        }
        
        return result;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.mergeSortedList(Arrays.asList(25, 24, 15, 4, 5, 29, 110), Arrays.asList(19, 20, 11, 56, 25, 233, 154), Arrays.asList(24, 26, 54, 48)).equals(Arrays.asList(4, 5, 11, 15, 19, 20, 24, 24, 25, 25, 26, 29, 48, 54, 56, 110, 154, 233));
        assert Solution.mergeSortedList(Arrays.asList(1, 3, 5, 6, 8, 9), Arrays.asList(2, 5, 7, 11), Arrays.asList(1, 4, 7, 8, 12)).equals(Arrays.asList(1, 1, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 11, 12));
        assert Solution.mergeSortedList(Arrays.asList(18, 14, 10, 9, 8, 7, 9, 3, 2, 4, 1), Arrays.asList(25, 35, 22, 85, 14, 65, 75, 25, 58), Arrays.asList(12, 74, 9, 50, 61, 41)).equals(Arrays.asList(1, 2, 3, 4, 7, 8, 9, 9, 9, 10, 12, 14, 14, 18, 22, 25, 25, 35, 41, 50, 58, 61, 65, 74, 75, 85));
    }
}",3,False,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:11)",0.1707,True,False,0.0,skipped — java failed,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:11)"
mbpp,435,Write a python function to find the last digit of a given number.,"def last_Digit(n) :
    return (n % 10) ","// Solution.java
public class Solution {
    public static int last_Digit(int n) {
        return n % 10;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.last_Digit(123) == 3 : ""Test 1 failed"";
        assert Solution.last_Digit(25) == 5 : ""Test 2 failed"";
        assert Solution.last_Digit(30) == 0 : ""Test 3 failed"";
        
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2,True,False,0.0,0/3 inputs matched,
mbpp,270,Write a python function to find the sum of even numbers at even positions of a list.,"def sum_even_and_even_index(arr):  
    i = 0
    sum = 0
    for i in range(0, len(arr),2): 
        if (arr[i] % 2 == 0) : 
            sum += arr[i]  
    return sum","// Solution.java
public class Solution {
    public static int sumEvenAndEvenIndex(int[] arr) {
        int i = 0;
        int sum = 0;
        for (i = 0; i < arr.length; i += 2) { 
            if ((arr[i] % 2 == 0)) { 
                sum += arr[i];  
            }
        }
        return sum;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.sumEvenAndEvenIndex(new int[]{5, 6, 12, 1, 18, 8}) == 30;
        assert Solution.sumEvenAndEvenIndex(new int[]{3, 20, 17, 9, 2, 10, 18, 13, 6, 18}) == 26;
        assert Solution.sumEvenAndEvenIndex(new int[]{5, 6, 12, 1}) == 12;
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2603,True,False,0.0,0/3 inputs matched,
mbpp,67,Write a function to find the number of ways to partition a set of Bell numbers.,"def bell_number(n):   
    bell = [[0 for i in range(n+1)] for j in range(n+1)] 
    bell[0][0] = 1
    for i in range(1, n+1): 
        bell[i][0] = bell[i-1][i-1]  
        for j in range(1, i+1): 
            bell[i][j] = bell[i-1][j-1] + bell[i][j-1]   
    return bell[n][0] ","// Solution.java
public class Solution {
    public static int bellNumber(int n) {
        int[][] bell = new int[n + 1][n + 1];
        bell[0][0] = 1;
        for (int i = 1; i <= n; i++) {
            bell[i][0] = bell[i - 1][i - 1];
            for (int j = 1; j <= i; j++) {
                bell[i][j] = bell[i - 1][j - 1] + bell[i][j - 1];
            }
        }
        return bell[n][0];
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.bellNumber(2) == 2 : ""Test case 1 failed"";
        assert Solution.bellNumber(10) == 115975 : ""Test case 2 failed"";
        assert Solution.bellNumber(56) == 6775685320645824322581483068371419745979053216268760300 : ""Test case 3 failed"";
    }
}",3,False,"compile: /tmp/tmpvph521ll/Main.java:11: error: integer number too large
        assert Solution.bellNumber(56) == 6775685320645824322581483068371419745979053216268760300 : ""Test case 3 failed"";
                                          ^
1 error",0.2772,True,False,0.0,skipped — java failed,"compile: /tmp/tmpvph521ll/Main.java:11: error: integer number too large
        assert Solution.bellNumber(56) == 6775685320645824322581483068371419745979053216268760300 : ""Test case 3 failed"";
                                          ^
1 error"
mbpp,86,Write a function to find nth centered hexagonal number.,"def centered_hexagonal_number(n):
  return 3 * n * (n - 1) + 1","// Solution.java
public class Solution {
    public static int centeredHexagonalNumber(int n) {
        return 3 * n * (n - 1) + 1;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.centeredHexagonalNumber(10) == 271 : ""Test 1 failed"";
        assert Solution.centeredHexagonalNumber(2) == 7 : ""Test 2 failed"";
        assert Solution.centeredHexagonalNumber(9) == 217 : ""Test 3 failed"";

        System.out.println(""All tests passed."");
    }
}",1,True,,0.1724,True,True,1.0,,
mbpp,471,Write a python function to find the product of the array multiplication modulo n.,"def find_remainder(arr, n): 
    mul = 1
    for i in range(len(arr)):  
        mul = (mul * (arr[i] % n)) % n 
    return mul % n ","// Solution.java
public class Solution {
    public static int findRemainder(int[] arr, int n) {
        long mul = 1;
        for (int i = 0; i < arr.length; i++) {  
            mul = (mul * (arr[i] % n)) % n; 
        }
        return (int)(mul % n);
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.findRemainder(new int[]{100, 10, 5, 25, 35, 14}, 11) == 9;
        assert Solution.findRemainder(new int[]{1, 1, 1}, 1) == 0;
        assert Solution.findRemainder(new int[]{1, 2, 1}, 2) == 0;
        System.out.println(""All tests passed."");
    }
}",1,True,,0.3182,True,False,0.0,0/3 inputs matched,
